,vehicle,country,year,zero_emission_vehicles_percentage
1084,Road tractors,Romania,2018,0.0
1085,Road tractors,Romania,2019,0.0
1086,Road tractors,Romania,2020,0.0
1087,Road tractors,Romania,2021,0.0
1088,Road tractors,Romania,2022,0.0
1089,Road tractors,Romania,2023,0.167
1090,Road tractors,Sweden,2014,0.0
1091,Road tractors,Sweden,2015,0.0
1092,Road tractors,Sweden,2016,0.0
1093,Road tractors,Sweden,2017,0.0
1094,Road tractors,Sweden,2018,0.0
1095,Road tractors,Sweden,2019,0.0
1096,Road tractors,Sweden,2020,0.874
1097,Road tractors,Sweden,2021,1.245
1098,Road tractors,Sweden,2022,5.35
1099,Road tractors,Sweden,2023,9.91
1100,Road tractors,Slovenia,2014,0.0
1101,Road tractors,Slovenia,2015,0.0
1102,Road tractors,Slovenia,2016,0.0
1103,Road tractors,Slovenia,2017,0.0
1104,Road tractors,Slovenia,2018,0.0
1105,Road tractors,Slovenia,2019,0.0
1106,Road tractors,Slovenia,2020,0.0
1107,Road tractors,Slovenia,2021,0.0
1108,Road tractors,Slovenia,2022,0.0
1109,Road tractors,Slovenia,2023,0.056
1110,Road tractors,Slovakia,2014,0.0
1111,Road tractors,Slovakia,2015,0.0
1112,Road tractors,Slovakia,2016,0.0
1113,Road tractors,Slovakia,2017,0.0
1114,Road tractors,Slovakia,2018,0.0
1115,Road tractors,Slovakia,2019,0.0
1116,Road tractors,Slovakia,2020,0.0
1117,Road tractors,Slovakia,2021,0.0
1118,Road tractors,Slovakia,2022,0.0
1119,Road tractors,Slovakia,2023,0.0
1120,Goods road motor vehicles <= 3.5 tonnes,Austria,2014,0.651
1121,Goods road motor vehicles <= 3.5 tonnes,Austria,2015,0.812
1122,Goods road motor vehicles <= 3.5 tonnes,Austria,2016,1.25
1123,Goods road motor vehicles <= 3.5 tonnes,Austria,2017,0.589
1124,Goods road motor vehicles <= 3.5 tonnes,Austria,2018,1.021
1125,Goods road motor vehicles <= 3.5 tonnes,Austria,2019,1.151
1126,Goods road motor vehicles <= 3.5 tonnes,Austria,2020,2.022
1127,Goods road motor vehicles <= 3.5 tonnes,Austria,2021,3.98
1128,Goods road motor vehicles <= 3.5 tonnes,Austria,2022,9.366
1129,Goods road motor vehicles <= 3.5 tonnes,Austria,2023,10.634
1130,Goods road motor vehicles <= 3.5 tonnes,Belgium,2014,0.185
1131,Goods road motor vehicles <= 3.5 tonnes,Belgium,2015,0.114
1132,Goods road motor vehicles <= 3.5 tonnes,Belgium,2016,0.219
1133,Goods road motor vehicles <= 3.5 tonnes,Belgium,2017,0.169
1134,Goods road motor vehicles <= 3.5 tonnes,Belgium,2018,0.348
1135,Goods road motor vehicles <= 3.5 tonnes,Belgium,2019,0.513
1136,Goods road motor vehicles <= 3.5 tonnes,Belgium,2020,0.636
1137,Goods road motor vehicles <= 3.5 tonnes,Belgium,2021,0.987
1138,Goods road motor vehicles <= 3.5 tonnes,Belgium,2022,3.247
1139,Goods road motor vehicles <= 3.5 tonnes,Belgium,2023,4.512
1140,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2014,0.0
1141,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2015,0.0
1142,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2016,0.0
1143,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2017,0.0
1144,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2018,0.0
1145,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2019,0.0
1146,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2020,0.118
1147,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2021,0.135
1148,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2022,0.081
1149,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,2023,2.484
1150,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2014,0.0
1151,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2015,0.0
1152,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2016,0.0
1153,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2017,0.0
1154,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2018,0.0
1155,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2019,0.105
1156,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2020,0.0
1157,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2021,0.051
1158,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2022,1.739
1159,Goods road motor vehicles <= 3.5 tonnes,Cyprus,2023,0.751
1160,Goods road motor vehicles <= 3.5 tonnes,Czechia,2014,0.0
1161,Goods road motor vehicles <= 3.5 tonnes,Czechia,2015,0.124
1162,Goods road motor vehicles <= 3.5 tonnes,Czechia,2016,0.064
1163,Goods road motor vehicles <= 3.5 tonnes,Czechia,2017,0.157
1164,Goods road motor vehicles <= 3.5 tonnes,Czechia,2018,0.172
1165,Goods road motor vehicles <= 3.5 tonnes,Czechia,2019,0.217
1166,Goods road motor vehicles <= 3.5 tonnes,Czechia,2020,0.292
1167,Goods road motor vehicles <= 3.5 tonnes,Czechia,2021,1.411
1168,Goods road motor vehicles <= 3.5 tonnes,Czechia,2022,0.745
1169,Goods road motor vehicles <= 3.5 tonnes,Czechia,2023,1.717
1170,Goods road motor vehicles <= 3.5 tonnes,Germany,2014,0.106
1171,Goods road motor vehicles <= 3.5 tonnes,Germany,2015,0.147
1172,Goods road motor vehicles <= 3.5 tonnes,Germany,2016,1.14
1173,Goods road motor vehicles <= 3.5 tonnes,Germany,2017,1.992
1174,Goods road motor vehicles <= 3.5 tonnes,Germany,2018,2.138
1175,Goods road motor vehicles <= 3.5 tonnes,Germany,2019,2.225
1176,Goods road motor vehicles <= 3.5 tonnes,Germany,2020,3.271
1177,Goods road motor vehicles <= 3.5 tonnes,Germany,2021,4.798
1178,Goods road motor vehicles <= 3.5 tonnes,Germany,2022,7.938
1179,Goods road motor vehicles <= 3.5 tonnes,Germany,2023,7.994
1180,Goods road motor vehicles <= 3.5 tonnes,Denmark,2014,0.115
1181,Goods road motor vehicles <= 3.5 tonnes,Denmark,2015,0.184
1182,Goods road motor vehicles <= 3.5 tonnes,Denmark,2016,0.166
1183,Goods road motor vehicles <= 3.5 tonnes,Denmark,2017,0.164
1184,Goods road motor vehicles <= 3.5 tonnes,Denmark,2018,0.558
1185,Goods road motor vehicles <= 3.5 tonnes,Denmark,2019,0.7
1186,Goods road motor vehicles <= 3.5 tonnes,Denmark,2020,1.457
1187,Goods road motor vehicles <= 3.5 tonnes,Denmark,2021,4.598
1188,Goods road motor vehicles <= 3.5 tonnes,Denmark,2022,7.1
1189,Goods road motor vehicles <= 3.5 tonnes,Denmark,2023,11.197
1190,Goods road motor vehicles <= 3.5 tonnes,Estonia,2014,0.215
1191,Goods road motor vehicles <= 3.5 tonnes,Estonia,2015,0.051
1192,Goods road motor vehicles <= 3.5 tonnes,Estonia,2016,0.068
1193,Goods road motor vehicles <= 3.5 tonnes,Estonia,2017,0.0
1194,Goods road motor vehicles <= 3.5 tonnes,Estonia,2018,0.019
1195,Goods road motor vehicles <= 3.5 tonnes,Estonia,2019,0.067
1196,Goods road motor vehicles <= 3.5 tonnes,Estonia,2020,0.454
1197,Goods road motor vehicles <= 3.5 tonnes,Estonia,2021,0.621
1198,Goods road motor vehicles <= 3.5 tonnes,Estonia,2022,1.571
1199,Goods road motor vehicles <= 3.5 tonnes,Estonia,2023,3.093
1200,Goods road motor vehicles <= 3.5 tonnes,Greece,2014,0.0
1201,Goods road motor vehicles <= 3.5 tonnes,Greece,2015,0.0
1202,Goods road motor vehicles <= 3.5 tonnes,Greece,2016,0.0
1203,Goods road motor vehicles <= 3.5 tonnes,Greece,2017,0.0
1204,Goods road motor vehicles <= 3.5 tonnes,Greece,2018,0.188
1205,Goods road motor vehicles <= 3.5 tonnes,Greece,2019,0.137
1206,Goods road motor vehicles <= 3.5 tonnes,Greece,2020,0.131
1207,Goods road motor vehicles <= 3.5 tonnes,Greece,2021,0.143
1208,Goods road motor vehicles <= 3.5 tonnes,Greece,2022,1.603
1209,Goods road motor vehicles <= 3.5 tonnes,Greece,2023,9.931
1210,Goods road motor vehicles <= 3.5 tonnes,Spain,2014,0.33
1211,Goods road motor vehicles <= 3.5 tonnes,Spain,2015,0.43
1212,Goods road motor vehicles <= 3.5 tonnes,Spain,2016,0.845
1213,Goods road motor vehicles <= 3.5 tonnes,Spain,2017,0.841
1214,Goods road motor vehicles <= 3.5 tonnes,Spain,2018,1.439
1215,Goods road motor vehicles <= 3.5 tonnes,Spain,2019,1.417
1216,Goods road motor vehicles <= 3.5 tonnes,Spain,2020,2.039
1217,Goods road motor vehicles <= 3.5 tonnes,Spain,2021,2.565
1218,Goods road motor vehicles <= 3.5 tonnes,Spain,2022,4.332
1219,Goods road motor vehicles <= 3.5 tonnes,Spain,2023,5.153
1220,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2014,0.542
1221,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2015,0.564
1222,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2016,0.809
1223,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2017,0.976
1224,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2018,1.264
1225,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2019,1.37
1226,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2020,1.959
1227,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2021,2.918
1228,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2022,5.248
1229,Goods road motor vehicles <= 3.5 tonnes,European Union (Avg),2023,7.326
1230,Goods road motor vehicles <= 3.5 tonnes,Finland,2014,0.188
1231,Goods road motor vehicles <= 3.5 tonnes,Finland,2015,0.376
1232,Goods road motor vehicles <= 3.5 tonnes,Finland,2016,0.436
1233,Goods road motor vehicles <= 3.5 tonnes,Finland,2017,0.283
1234,Goods road motor vehicles <= 3.5 tonnes,Finland,2018,0.296
1235,Goods road motor vehicles <= 3.5 tonnes,Finland,2019,0.394
1236,Goods road motor vehicles <= 3.5 tonnes,Finland,2020,1.004
1237,Goods road motor vehicles <= 3.5 tonnes,Finland,2021,2.637
1238,Goods road motor vehicles <= 3.5 tonnes,Finland,2022,6.11
1239,Goods road motor vehicles <= 3.5 tonnes,Finland,2023,14.359
1240,Goods road motor vehicles <= 3.5 tonnes,France,2014,1.268
1241,Goods road motor vehicles <= 3.5 tonnes,France,2015,1.538
1242,Goods road motor vehicles <= 3.5 tonnes,France,2016,1.768
1243,Goods road motor vehicles <= 3.5 tonnes,France,2017,1.581
1244,Goods road motor vehicles <= 3.5 tonnes,France,2018,2.037
1245,Goods road motor vehicles <= 3.5 tonnes,France,2019,1.769
1246,Goods road motor vehicles <= 3.5 tonnes,France,2020,2.05
1247,Goods road motor vehicles <= 3.5 tonnes,France,2021,2.558
1248,Goods road motor vehicles <= 3.5 tonnes,France,2022,4.831
1249,Goods road motor vehicles <= 3.5 tonnes,France,2023,8.413
1250,Goods road motor vehicles <= 3.5 tonnes,Croatia,2014,0.0
1251,Goods road motor vehicles <= 3.5 tonnes,Croatia,2015,0.337
1252,Goods road motor vehicles <= 3.5 tonnes,Croatia,2016,0.265
1253,Goods road motor vehicles <= 3.5 tonnes,Croatia,2017,0.109
1254,Goods road motor vehicles <= 3.5 tonnes,Croatia,2018,0.137
1255,Goods road motor vehicles <= 3.5 tonnes,Croatia,2019,0.253
1256,Goods road motor vehicles <= 3.5 tonnes,Croatia,2020,0.302
1257,Goods road motor vehicles <= 3.5 tonnes,Croatia,2021,1.154
1258,Goods road motor vehicles <= 3.5 tonnes,Croatia,2022,4.519
1259,Goods road motor vehicles <= 3.5 tonnes,Croatia,2023,1.186
1260,Goods road motor vehicles <= 3.5 tonnes,Hungary,2014,0.012
1261,Goods road motor vehicles <= 3.5 tonnes,Hungary,2015,0.08
1262,Goods road motor vehicles <= 3.5 tonnes,Hungary,2016,0.183
1263,Goods road motor vehicles <= 3.5 tonnes,Hungary,2017,0.333
1264,Goods road motor vehicles <= 3.5 tonnes,Hungary,2018,0.541
1265,Goods road motor vehicles <= 3.5 tonnes,Hungary,2019,0.287
1266,Goods road motor vehicles <= 3.5 tonnes,Hungary,2020,0.596
1267,Goods road motor vehicles <= 3.5 tonnes,Hungary,2021,1.203
1268,Goods road motor vehicles <= 3.5 tonnes,Hungary,2022,3.214
1269,Goods road motor vehicles <= 3.5 tonnes,Hungary,2023,3.255
1270,Goods road motor vehicles <= 3.5 tonnes,Ireland,2014,0.072
1271,Goods road motor vehicles <= 3.5 tonnes,Ireland,2015,0.098
1272,Goods road motor vehicles <= 3.5 tonnes,Ireland,2016,0.039
1273,Goods road motor vehicles <= 3.5 tonnes,Ireland,2017,0.168
1274,Goods road motor vehicles <= 3.5 tonnes,Ireland,2018,0.374
1275,Goods road motor vehicles <= 3.5 tonnes,Ireland,2019,1.531
1276,Goods road motor vehicles <= 3.5 tonnes,Ireland,2020,3.63
1277,Goods road motor vehicles <= 3.5 tonnes,Ireland,2021,2.463
1278,Goods road motor vehicles <= 3.5 tonnes,Ireland,2022,2.293
1279,Goods road motor vehicles <= 3.5 tonnes,Ireland,2023,3.529
1280,Goods road motor vehicles <= 3.5 tonnes,Italy,2014,0.0
1281,Goods road motor vehicles <= 3.5 tonnes,Italy,2015,0.016
1282,Goods road motor vehicles <= 3.5 tonnes,Italy,2016,0.212
1283,Goods road motor vehicles <= 3.5 tonnes,Italy,2017,0.282
1284,Goods road motor vehicles <= 3.5 tonnes,Italy,2018,0.35
1285,Goods road motor vehicles <= 3.5 tonnes,Italy,2019,0.594
1286,Goods road motor vehicles <= 3.5 tonnes,Italy,2020,0.718
1287,Goods road motor vehicles <= 3.5 tonnes,Italy,2021,2.019
1288,Goods road motor vehicles <= 3.5 tonnes,Italy,2022,2.861
1289,Goods road motor vehicles <= 3.5 tonnes,Italy,2023,3.303
1290,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2014,0.051
1291,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2015,0.133
1292,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2016,0.082
1293,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2017,0.036
1294,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2018,0.0
1295,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2019,0.496
1296,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2020,0.267
1297,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2021,5.415
1298,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2022,1.749
1299,Goods road motor vehicles <= 3.5 tonnes,Lithuania,2023,7.098
1300,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2014,0.0
1301,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2015,0.078
1302,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2016,0.205
1303,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2017,0.799
1304,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2018,0.968
1305,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2019,1.67
1306,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2020,1.357
1307,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2021,2.456
1308,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2022,4.37
1309,Goods road motor vehicles <= 3.5 tonnes,Luxembourg,2023,7.956
1310,Goods road motor vehicles <= 3.5 tonnes,Latvia,2014,0.114
1311,Goods road motor vehicles <= 3.5 tonnes,Latvia,2015,0.041
1312,Goods road motor vehicles <= 3.5 tonnes,Latvia,2016,0.175
1313,Goods road motor vehicles <= 3.5 tonnes,Latvia,2017,0.043
1314,Goods road motor vehicles <= 3.5 tonnes,Latvia,2018,0.0
1315,Goods road motor vehicles <= 3.5 tonnes,Latvia,2019,0.072
1316,Goods road motor vehicles <= 3.5 tonnes,Latvia,2020,0.739
1317,Goods road motor vehicles <= 3.5 tonnes,Latvia,2021,0.998
1318,Goods road motor vehicles <= 3.5 tonnes,Latvia,2022,1.372
1319,Goods road motor vehicles <= 3.5 tonnes,Latvia,2023,2.998
1320,Goods road motor vehicles <= 3.5 tonnes,Malta,2014,0.514
1321,Goods road motor vehicles <= 3.5 tonnes,Malta,2015,0.0
1322,Goods road motor vehicles <= 3.5 tonnes,Malta,2016,0.745
1323,Goods road motor vehicles <= 3.5 tonnes,Malta,2017,0.747
1324,Goods road motor vehicles <= 3.5 tonnes,Malta,2018,0.483
1325,Goods road motor vehicles <= 3.5 tonnes,Malta,2019,3.646
1326,Goods road motor vehicles <= 3.5 tonnes,Malta,2020,2.692
1327,Goods road motor vehicles <= 3.5 tonnes,Malta,2021,6.622
1328,Goods road motor vehicles <= 3.5 tonnes,Malta,2022,4.269
1329,Goods road motor vehicles <= 3.5 tonnes,Malta,2023,12.659
1330,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2014,1.159
1331,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2015,0.466
1332,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2016,0.43
1333,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2017,0.691
1334,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2018,1.232
1335,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2019,1.673
1336,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2020,2.78
1337,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2021,4.641
1338,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2022,7.952
1339,Goods road motor vehicles <= 3.5 tonnes,Netherlands,2023,14.385
1340,Goods road motor vehicles <= 3.5 tonnes,Poland,2014,0.046
1341,Goods road motor vehicles <= 3.5 tonnes,Poland,2015,0.028
1342,Goods road motor vehicles <= 3.5 tonnes,Poland,2016,0.028
1343,Goods road motor vehicles <= 3.5 tonnes,Poland,2017,0.044
1344,Goods road motor vehicles <= 3.5 tonnes,Poland,2018,0.077
1345,Goods road motor vehicles <= 3.5 tonnes,Poland,2019,0.187
1346,Goods road motor vehicles <= 3.5 tonnes,Poland,2020,0.122
1347,Goods road motor vehicles <= 3.5 tonnes,Poland,2021,0.907
1348,Goods road motor vehicles <= 3.5 tonnes,Poland,2022,2.46
1349,Goods road motor vehicles <= 3.5 tonnes,Poland,2023,4.169
1350,Goods road motor vehicles <= 3.5 tonnes,Portugal,2014,0.103
1351,Goods road motor vehicles <= 3.5 tonnes,Portugal,2015,0.217
1352,Goods road motor vehicles <= 3.5 tonnes,Portugal,2016,0.162
1353,Goods road motor vehicles <= 3.5 tonnes,Portugal,2017,0.56
1354,Goods road motor vehicles <= 3.5 tonnes,Portugal,2018,0.662
1355,Goods road motor vehicles <= 3.5 tonnes,Portugal,2019,0.619
1356,Goods road motor vehicles <= 3.5 tonnes,Portugal,2020,0.989
1357,Goods road motor vehicles <= 3.5 tonnes,Portugal,2021,1.313
1358,Goods road motor vehicles <= 3.5 tonnes,Portugal,2022,4.48
1359,Goods road motor vehicles <= 3.5 tonnes,Portugal,2023,8.98
1360,Goods road motor vehicles <= 3.5 tonnes,Romania,2014,0.0
1361,Goods road motor vehicles <= 3.5 tonnes,Romania,2015,0.0
1362,Goods road motor vehicles <= 3.5 tonnes,Romania,2016,0.035
1363,Goods road motor vehicles <= 3.5 tonnes,Romania,2017,0.1
1364,Goods road motor vehicles <= 3.5 tonnes,Romania,2018,0.136
1365,Goods road motor vehicles <= 3.5 tonnes,Romania,2019,0.317
1366,Goods road motor vehicles <= 3.5 tonnes,Romania,2020,0.16
1367,Goods road motor vehicles <= 3.5 tonnes,Romania,2021,0.179
1368,Goods road motor vehicles <= 3.5 tonnes,Romania,2022,1.354
1369,Goods road motor vehicles <= 3.5 tonnes,Romania,2023,1.478
1370,Goods road motor vehicles <= 3.5 tonnes,Sweden,2014,0.7
1371,Goods road motor vehicles <= 3.5 tonnes,Sweden,2015,0.879
1372,Goods road motor vehicles <= 3.5 tonnes,Sweden,2016,0.688
1373,Goods road motor vehicles <= 3.5 tonnes,Sweden,2017,0.828
1374,Goods road motor vehicles <= 3.5 tonnes,Sweden,2018,1.304
1375,Goods road motor vehicles <= 3.5 tonnes,Sweden,2019,2.525
1376,Goods road motor vehicles <= 3.5 tonnes,Sweden,2020,6.057
1377,Goods road motor vehicles <= 3.5 tonnes,Sweden,2021,7.285
1378,Goods road motor vehicles <= 3.5 tonnes,Sweden,2022,14.055
1379,Goods road motor vehicles <= 3.5 tonnes,Sweden,2023,19.298
1380,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2014,0.316
1381,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2015,0.228
1382,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2016,0.13
1383,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2017,0.17
1384,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2018,0.251
1385,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2019,0.367
1386,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2020,0.224
1387,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2021,0.485
1388,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2022,1.274
1389,Goods road motor vehicles <= 3.5 tonnes,Slovenia,2023,1.447
1390,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2014,0.0
1391,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2015,0.0
1392,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2016,0.16
1393,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2017,0.16
1394,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2018,0.23
1395,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2019,0.058
1396,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2020,0.455
1397,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2021,0.508
1398,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2022,1.51
1399,Goods road motor vehicles <= 3.5 tonnes,Slovakia,2023,2.897
